序号,ticker,name,close,pct_change,change,volume,amount,amplitude,high,low,open,prev_close,volume_ratio,turnover,pe,pb,total_mcap,float_mcap,speed_5min,pct_5min,pct_60d,pct_ytd
4818,300832,新产业,47.62,-1.67,-0.81,33757.0,161891808.0,2.97,48.92,47.48,47.83,48.43,1.21,0.49,21.16,4.38,37415928542.0,32530283355.0,0.11,0.04,2.81,-13.5
4820,300860,锋尚文化,22.91,-1.67,-0.39,13664.0,31389324.27,2.4,23.36,22.8,23.36,23.3,1.67,1.25,222.48,1.4,4317406064.0,2506741385.0,0.17,0.22,-1.76,-13.84
4821,002230,科大讯飞,40.15,-1.67,-0.68,161953.0,651830212.7,1.81,40.77,40.03,40.67,40.83,1.3,0.74,-142.06,4.27,96443505616.0,87900101905.0,-0.05,0.0,-18.01,-20.0
4822,600143,金发科技,14.14,-1.67,-0.24,119486.0,168441253.0,1.88,14.23,13.96,14.15,14.38,1.05,0.45,30.97,1.93,37800438895.0,37256440036.0,0.0,0.0,-14.35,-26.89
4823,300475,香农芯创,163.8,-1.68,-2.8,128897.0,2163350662.67,5.88,172.8,163.0,172.04,166.6,1.05,2.86,14.49,15.71,76910941435.0,73715858635.0,-0.72,-0.12,1.13,13.54
4824,300204,舒泰神,24.65,-1.68,-0.42,200273.0,499905477.04,4.35,25.57,24.48,24.72,25.07,1.19,4.41,-349.19,5.78,11777093481.0,11182829950.0,-0.92,-0.44,-12.18,-9.77
4825,603608,天创时尚,16.98,-1.68,-0.29,157004.0,270633950.0,6.25,17.73,16.65,17.0,17.27,2.22,3.69,138.74,6.22,7217004034.0,7217004034.0,0.3,0.65,32.97,64.85
4826,300776,帝尔激光,114.46,-1.68,-1.96,38143.0,447013165.38,4.89,119.85,114.16,116.42,116.42,1.34,2.13,49.87,7.02,32647935834.0,20524081852.0,-0.63,-0.02,4.35,85.36
4827,688234,天岳先进,97.8,-1.68,-1.67,42828.0,425039109.0,5.13,102.0,96.9,101.45,99.47,1.04,1.0,-195.82,6.66,47395693603.0,42025740103.0,0.22,0.71,-7.34,10.04
4828,002646,天佑德酒,6.45,-1.68,-0.11,19215.0,12413905.48,1.83,6.53,6.41,6.51,6.56,1.0,0.4,15.94,1.07,3090246432.0,3069184119.0,-0.15,-0.15,-19.07,-25.43
4829,002048,宁波华翔,18.17,-1.68,-0.31,95599.0,173549874.37,2.54,18.47,18.0,18.38,18.48,1.4,1.35,13.52,1.25,14757698021.0,12867455114.0,-0.11,-0.16,-33.9,-41.76
4830,300671,富满微,70.92,-1.68,-1.21,84973.0,614640273.78,5.07,74.0,70.34,72.15,72.13,1.43,3.85,191.28,9.89,15700727743.0,15655112921.0,-0.32,0.17,48.84,122.39
4831,600850,电科数字,13.95,-1.69,-0.24,49129.0,68904702.0,2.33,14.21,13.88,14.14,14.19,1.54,0.6,112.8,2.37,11386526922.0,11386526922.0,0.0,0.36,-16.62,-43.22
4832,300113,顺网科技,16.89,-1.69,-0.29,123081.0,208902664.34,3.26,17.24,16.68,17.05,17.18,1.37,2.42,35.37,4.46,11386627967.0,8597352884.0,-0.3,0.06,-38.2,-16.05
4834,688378,奥来德,39.12,-1.71,-0.68,33745.0,133855154.0,4.47,40.7,38.92,39.9,39.8,0.97,1.4,31.92,5.1,10226952416.0,9426377538.0,0.05,0.28,-0.53,44.35
4835,301075,多瑞医药,51.78,-1.71,-0.9,7611.0,40387221.0,6.07,54.3,51.1,51.1,52.68,0.95,0.95,-74.14,6.71,4142400000.0,4142400000.0,-0.44,-0.69,-34.59,-13.22
4836,300957,贝泰妮,32.85,-1.71,-0.57,45611.0,149449103.16,2.78,33.38,32.45,33.19,33.42,1.55,1.08,52.74,2.28,13915260000.0,13839471174.0,0.18,0.0,-13.62,-15.68
4837,688139,海尔生物,27.01,-1.71,-0.47,13239.0,36030533.0,2.18,27.6,27.0,27.33,27.48,0.97,0.42,26.9,1.96,8548473823.0,8548473823.0,-0.15,-0.11,-19.37,-14.12
4838,603387,基蛋生物,8.55,-1.72,-0.15,59612.0,51438413.0,2.18,8.74,8.55,8.62,8.7,0.94,1.18,14.21,1.57,4336162570.0,4336162570.0,-0.23,-0.23,-7.07,4.01
4839,002880,卫光生物,19.44,-1.72,-0.34,7519.0,14708078.0,2.33,19.81,19.35,19.7,19.78,1.42,0.33,35.58,1.84,4408992000.0,4408992000.0,0.05,0.0,-24.83,-23.16
4840,300251,光线传媒,11.44,-1.72,-0.2,284547.0,323694807.44,3.26,11.62,11.24,11.62,11.64,0.82,1.03,360.47,3.5,33560251662.0,31750196306.0,0.0,0.09,-23.01,-29.51
4841,301408,华人健康,13.72,-1.72,-0.24,66849.0,91984782.0,3.65,14.07,13.56,13.76,13.96,0.94,2.92,17.29,2.57,5488137200.0,3141323009.0,0.15,0.07,-30.36,-25.68
4842,688382,益方生物-U,25.12,-1.72,-0.44,91381.0,234716379.0,6.3,26.62,25.01,25.4,25.56,1.13,1.58,-82.04,9.7,14559351140.0,14559351140.0,-0.55,-0.67,12.75,-7.78
4843,002649,博彦科技,8.56,-1.72,-0.15,47605.0,40916659.0,2.18,8.72,8.53,8.72,8.71,0.87,0.89,108.88,1.23,5062679594.0,4591284965.0,0.0,0.23,-25.44,-34.46
4844,002444,巨星科技,29.21,-1.72,-0.51,42698.0,124841686.06,2.96,29.84,28.96,29.57,29.72,1.16,0.37,16.92,1.87,34890707696.0,33495954908.0,0.1,-0.03,-6.32,-13.12
4845,300802,矩子科技,17.1,-1.72,-0.3,38100.0,66304578.88,3.79,17.73,17.07,17.3,17.4,1.51,1.88,37.34,3.3,4857738161.0,3460350785.0,-0.29,-0.06,-10.61,-9.86
4846,688298,东方生物,18.18,-1.73,-0.32,5317.0,9732646.0,1.78,18.51,18.18,18.44,18.5,0.93,0.26,-9.76,0.62,3665088000.0,3665088000.0,-0.22,-0.16,-17.4,-22.41
4847,300841,康华生物,44.27,-1.73,-0.78,9482.0,42254793.19,1.73,45.0,44.22,44.75,45.05,1.1,0.8,52.56,1.64,5752749219.0,5264505040.0,0.02,-0.16,-21.88,-38.31
4849,300558,贝达药业,59.66,-1.73,-1.05,94486.0,579767417.71,5.27,62.83,59.63,61.03,60.71,1.42,2.25,26.6,3.73,25100981073.0,25020966096.0,-0.15,-0.32,21.11,28.19
4850,300002,神州泰岳,7.93,-1.73,-0.14,301638.0,239309370.69,3.47,8.09,7.81,8.05,8.07,1.59,1.63,22.79,2.03,15599688757.0,14678818990.0,-0.13,0.25,-14.36,-30.8
4851,000568,泸州老窖,85.3,-1.73,-1.5,59039.0,502187434.24,2.33,86.38,84.36,85.86,86.8,0.94,0.4,8.46,2.43,125553194794.0,125481429686.0,0.09,0.08,-16.89,-25.74
4852,000676,智度股份,6.8,-1.73,-0.12,801298.0,537025894.29,5.92,6.85,6.44,6.66,6.92,1.32,6.36,46.42,2.0,8566566662.0,8561394018.0,0.29,0.0,-7.86,-21.21
4853,002261,拓维信息,28.23,-1.74,-0.5,342971.0,978398607.0,3.24,29.07,28.14,28.46,28.73,1.2,2.99,144.69,13.66,35568901552.0,32354557729.0,-0.14,-0.14,-28.5,-14.71
4854,688185,康希诺,49.57,-1.74,-0.88,6178.0,30793972.0,1.8,50.42,49.51,50.0,50.45,1.02,0.54,-75.73,2.49,12245961216.0,5669464703.0,-0.2,-0.04,-24.38,-21.13
4855,688352,颀中科技,14.08,-1.74,-0.25,113006.0,160971962.0,4.88,14.65,13.95,14.41,14.33,1.11,3.08,-14.29,2.9,16749169944.0,5159131141.0,0.5,0.72,11.39,12.1
4856,600718,东软集团,7.92,-1.74,-0.14,53875.0,43059780.0,2.36,8.09,7.9,8.01,8.06,1.14,0.45,-16.06,1.07,9475795708.0,9475795708.0,0.13,0.0,-11.9,-21.35
4857,000670,盈方微,5.65,-1.74,-0.1,117098.0,66437870.0,2.26,5.76,5.63,5.69,5.75,1.29,1.41,-102.13,155.37,4779586295.0,4692042935.0,0.0,-0.18,-24.67,-23.44
4858,300938,信测标准,31.07,-1.74,-0.55,54385.0,171799231.34,5.22,32.45,30.8,31.7,31.62,0.97,1.84,59.07,5.74,10590583365.0,9192062731.0,-0.38,0.49,-20.46,34.68
4859,300170,汉得信息,14.56,-1.75,-0.26,147574.0,216525352.21,2.43,14.88,14.52,14.78,14.82,1.04,1.49,97.04,2.64,15148510992.0,14466137635.0,-0.27,-0.07,-30.63,-23.0
4860,603858,步长制药,15.72,-1.75,-0.28,26448.0,41878918.0,2.38,16.08,15.7,15.95,16.0,1.05,0.25,12.93,1.62,16577815908.0,16577815908.0,-0.06,-0.06,-4.09,0.51
4861,002845,同兴达,11.74,-1.76,-0.21,49603.0,58695017.2,2.51,12.02,11.72,11.94,11.95,0.9,1.98,-22.58,1.58,3845457017.0,2937751281.0,-0.09,-0.17,-20.51,-16.32
4862,688045,必易微,50.28,-1.76,-0.9,12005.0,61394290.0,5.86,52.72,49.72,52.1,51.18,1.68,1.7,65.09,2.48,3548611007.0,3548611007.0,0.3,0.76,-9.67,30.12
4863,000766,通化金马,15.64,-1.76,-0.28,63246.0,99098287.16,2.58,15.91,15.5,15.78,15.92,0.82,0.65,413.94,6.52,15115977217.0,15108360131.0,0.26,0.39,-32.0,-43.11
4864,603286,日盈电子,39.02,-1.76,-0.7,20386.0,79361870.0,4.28,39.91,38.21,39.44,39.72,1.92,1.75,-206.69,5.62,4604113042.0,4535497543.0,0.03,0.15,-36.13,-43.58
4865,688443,智翔金泰-U,24.39,-1.77,-0.44,19276.0,47825411.0,4.59,25.5,24.36,24.83,24.83,1.37,1.34,-14.97,6.23,8943325200.0,3497282100.0,-0.29,-0.2,-22.45,-10.46
4866,300529,健帆生物,17.24,-1.77,-0.31,26572.0,46089302.0,1.99,17.56,17.21,17.54,17.55,0.81,0.52,15.61,4.33,13767954941.0,8833811773.0,0.12,0.06,-4.65,-10.07
4867,301008,宏昌科技,29.9,-1.77,-0.54,27122.0,81057412.34,4.47,30.8,29.44,30.54,30.44,1.35,2.35,681.63,2.6,3915800697.0,3457657947.0,-0.43,-0.13,-4.07,-13.26
4868,301583,托伦斯,155.9,-1.77,-2.81,95479.0,1505576020.51,9.43,164.97,150.0,153.0,158.71,2.47,30.97,493.72,15.62,28915348583.0,4806611051.0,-0.36,-0.03,589.82,589.82
4869,300857,协创数据,246.5,-1.77,-4.44,159478.0,4064299719.1,7.15,261.67,243.72,255.01,250.94,1.97,3.28,40.19,23.56,120627989360.0,120010989507.0,-1.14,-0.2,-6.69,105.01
4871,300910,瑞丰新材,28.17,-1.78,-0.51,13363.0,37884662.2,2.41,28.86,28.17,28.68,28.68,0.97,0.5,19.28,3.06,10790300943.0,7557337906.0,-0.42,-0.32,-21.53,-33.8
4872,301001,凯淳股份,19.91,-1.78,-0.36,5115.0,10307780.0,3.11,20.46,19.83,20.27,20.27,1.26,1.02,899.79,2.07,1592800000.0,1001473000.0,0.0,-0.6,-30.02,-32.6
4873,600171,上海贝岭,22.58,-1.78,-0.41,69487.0,158104346.0,2.44,23.06,22.5,22.93,22.99,1.29,0.98,178.51,3.59,16007488182.0,16007488182.0,-0.27,0.09,-20.27,-27.47
4874,300146,汤臣倍健,9.95,-1.78,-0.18,110466.0,110215180.85,1.78,10.1,9.92,10.04,10.13,0.9,0.99,10.48,1.56,16832186458.0,11150812357.0,0.0,0.1,-7.87,-13.93
4876,688575,亚辉龙,8.85,-1.78,-0.16,33631.0,29975353.0,1.55,8.99,8.85,8.94,9.01,1.14,0.59,70.43,1.87,5056786455.0,5056786455.0,-0.23,0.0,-37.14,-37.59
4877,605288,凯迪股份,60.29,-1.78,-1.09,8727.0,54236004.0,11.99,66.0,58.64,62.91,61.38,2.25,0.89,-173.59,2.73,5965226263.0,5925209378.0,1.48,2.8,3.04,-5.22
4878,000997,新 大 陆,17.0,-1.79,-0.31,114915.0,196032007.11,2.89,17.42,16.92,17.29,17.31,1.24,1.14,15.32,2.36,17222664555.0,17126469477.0,0.0,-0.12,-17.91,-39.44
4879,300634,彩讯股份,18.13,-1.79,-0.33,34204.0,62377815.18,2.11,18.45,18.06,18.4,18.46,1.17,0.79,80.79,2.74,8180453617.0,7873378555.0,-0.11,0.17,-32.65,-27.74
4880,603929,亚翔集成,165.0,-1.79,-3.0,27683.0,463769263.0,4.76,172.0,164.0,170.8,168.0,1.37,1.3,35.5,16.19,35204400000.0,35204400000.0,-0.08,0.49,-11.99,75.81
4881,600645,中源协和,18.15,-1.79,-0.33,35904.0,65485271.0,2.11,18.5,18.11,18.33,18.48,1.05,0.77,87.58,2.28,8493272354.0,8490028495.0,0.0,-0.17,-33.0,-27.98
4882,688030,山石网科,14.27,-1.79,-0.26,15105.0,21842889.0,3.72,14.72,14.18,14.53,14.53,0.94,0.84,-18.64,3.78,2571965836.0,2571965836.0,0.49,0.56,-7.76,-21.46
4883,301207,华兰疫苗,16.5,-1.79,-0.3,21877.0,36250010.94,2.08,16.77,16.42,16.7,16.8,1.17,0.36,66.35,1.88,9916953750.0,9910694475.0,0.06,0.12,-8.33,-7.51
4884,603533,掌阅科技,18.57,-1.8,-0.34,96597.0,178885533.0,3.17,18.81,18.21,18.51,18.91,1.05,2.2,-60.41,3.55,8150314226.0,8150314226.0,0.0,0.05,-29.79,-16.05
4885,002976,瑞玛精密,19.05,-1.8,-0.35,20148.0,39035282.9,4.02,19.72,18.94,19.26,19.4,0.85,1.66,-67.13,2.58,3707337512.0,2318945984.0,-0.26,0.37,-14.3,-11.64
4886,002901,大博医疗,43.05,-1.8,-0.79,11595.0,50210530.0,3.13,44.17,42.8,43.85,43.84,1.25,0.4,30.4,5.12,17823539733.0,12416146200.0,0.23,0.28,3.91,-7.97
4887,688137,近岸蛋白,34.98,-1.8,-0.64,2619.0,9267475.0,2.67,35.9,34.95,35.69,35.62,0.78,0.37,-57.66,1.21,2445712506.0,2445712506.0,0.09,-0.14,-27.14,-12.66
4888,002410,广联达,8.72,-1.8,-0.16,159905.0,140037946.96,2.36,8.89,8.68,8.8,8.88,1.38,1.02,105.3,2.53,14404954662.0,13691432622.0,0.0,-0.23,-19.18,-29.39
4889,300015,爱尔眼科,8.73,-1.8,-0.16,399136.0,348841784.0,1.91,8.85,8.68,8.82,8.89,1.13,0.5,17.19,3.67,81185200128.0,69466114554.0,0.23,0.11,-19.83,-19.17
4890,300595,欧普康视,10.83,-1.81,-0.2,41388.0,44951126.0,1.81,10.99,10.79,10.96,11.03,1.03,0.62,16.58,1.96,9695981202.0,7239798251.0,0.09,0.0,-23.95,-25.62
4891,002472,双环传动,36.28,-1.81,-0.67,95748.0,347069970.67,2.22,36.68,35.86,36.29,36.95,0.9,1.28,27.14,3.06,30837916266.0,27159039878.0,-0.11,-0.08,-0.19,-23.02
4892,002582,好想你,9.2,-1.81,-0.17,112143.0,103000226.81,2.03,9.29,9.1,9.16,9.37,1.3,3.26,0.93,0.85,4118912597.0,3167004118.0,0.0,-0.11,-25.63,-12.05
4893,600851,海欣股份,7.58,-1.81,-0.14,45808.0,35020907.0,2.2,7.73,7.56,7.56,7.72,0.6,0.62,79.04,2.04,9149489725.0,5595602314.0,-0.26,-0.13,-8.89,10.98
4894,600763,通策医疗,35.1,-1.82,-0.65,39246.0,138061568.0,1.79,35.57,34.93,35.4,35.75,1.36,0.88,21.0,3.55,15699848007.0,15699848007.0,0.09,-0.06,-18.81,-12.71
4895,600012,皖通高速,17.82,-1.82,-0.33,40304.0,71916165.0,4.08,18.28,17.54,17.95,18.15,1.67,0.35,14.19,2.28,30447107462.0,20770992000.0,0.51,0.17,10.14,20.24
4896,601155,新城控股,11.34,-1.82,-0.21,61196.0,69236126.0,3.81,11.63,11.19,11.43,11.55,1.01,0.27,20.52,0.41,25578763187.0,25578763187.0,0.18,0.18,-19.57,-18.71
4897,688720,艾森股份,66.9,-1.82,-1.24,28144.0,190716845.0,5.22,69.56,66.0,68.67,68.14,1.04,3.6,217.82,7.93,8204480929.0,5230868452.0,0.89,1.12,20.78,32.34
4898,600611,大众交通,3.75,-1.83,-0.07,215142.0,80153492.0,2.88,3.79,3.68,3.77,3.82,0.82,1.38,-13.33,0.93,8865460740.0,5862436365.0,0.27,0.27,-20.38,-31.07
4899,688168,安博通,38.16,-1.83,-0.71,25142.0,97795180.0,5.07,39.98,38.01,39.0,38.87,1.69,2.33,85.21,4.12,4123531631.0,4123531631.0,-0.08,0.29,-36.92,-28.93
4900,301225,恒勃股份,53.59,-1.83,-1.0,11923.0,63769607.15,3.3,54.3,52.5,54.0,54.59,1.07,2.71,72.59,4.91,7721899980.0,2357315902.0,-0.43,-0.02,-28.31,-54.78
4901,000813,德展健康,3.22,-1.83,-0.06,128957.0,41882106.11,2.74,3.29,3.2,3.25,3.28,1.07,0.62,-49.04,1.47,6752679839.0,6751568939.0,0.0,-0.31,-5.29,-16.15
4902,301617,博苑新材,45.36,-1.84,-0.85,5306.0,24233532.13,2.86,46.43,45.11,45.74,46.21,0.87,0.77,38.6,4.49,7880483520.0,3127662720.0,-0.26,0.2,-4.26,-23.98
4903,688329,艾隆科技,16.04,-1.84,-0.3,9845.0,16104283.0,4.53,16.73,15.99,15.99,16.34,1.37,1.28,-13.39,1.68,1238288000.0,1238288000.0,0.06,0.06,-23.03,-23.76
4904,688777,中控技术,84.42,-1.84,-1.58,63430.0,540645788.0,3.94,86.89,83.5,86.0,86.0,1.18,0.81,223.59,6.81,66792219869.0,66455349288.0,0.32,0.91,25.79,72.08
4905,300401,花园生物,12.24,-1.84,-0.23,72767.0,90338165.0,2.89,12.6,12.24,12.53,12.47,0.79,1.36,33.16,2.02,6668555404.0,6561011717.0,-0.41,-0.24,-5.63,-18.45
4906,688566,吉贝尔,23.95,-1.84,-0.45,7088.0,17104066.0,2.38,24.48,23.9,24.25,24.4,0.87,0.35,28.67,1.97,4816383919.0,4816383919.0,-0.21,0.13,-16.2,-19.06
4907,605507,国邦医药,15.97,-1.84,-0.3,53486.0,84875959.0,2.58,16.1,15.68,16.1,16.27,1.68,0.68,19.45,1.49,12494175813.0,12494175813.0,-0.5,0.38,-4.43,-7.63
4908,603108,润达医疗,9.06,-1.84,-0.17,73529.0,66998188.0,2.06,9.21,9.02,9.21,9.23,0.71,1.22,-25.57,1.48,5477710645.0,5477710645.0,0.0,0.0,-33.43,-39.4
4909,300607,拓斯达,28.86,-1.84,-0.54,80082.0,233034674.05,2.69,29.57,28.78,29.2,29.4,0.84,2.37,71.57,4.74,13765423810.0,9740231530.0,-0.45,-0.07,-3.12,-12.31
4910,300998,宁波方正,19.13,-1.85,-0.36,28863.0,56418699.0,6.57,20.18,18.9,19.29,19.49,1.16,2.68,265.08,2.08,2624047370.0,2059929495.0,-0.16,-0.16,-26.02,-11.88
4911,300683,海特生物,26.51,-1.85,-0.5,45094.0,121046309.0,4.07,27.43,26.33,26.62,27.01,1.12,3.69,-37.64,1.62,3470010305.0,3235917727.0,-0.56,-0.38,-19.28,-4.4
4912,300966,共同药业,21.22,-1.85,-0.4,14429.0,31170867.0,3.47,21.94,21.19,21.69,21.62,0.88,1.88,191.2,3.36,2446265218.0,1626866716.0,-0.28,-0.05,-5.94,7.99
4915,002132,恒星科技,4.22,-1.86,-0.08,340461.0,144414307.53,2.79,4.31,4.19,4.3,4.3,1.17,2.43,26.1,1.71,5914518626.0,5904566654.0,0.0,0.24,-7.46,20.57
4916,300951,博硕科技,43.76,-1.86,-0.83,15549.0,69259360.0,4.37,45.57,43.62,44.48,44.59,1.09,1.03,-93.82,3.36,7412970125.0,6625017062.0,-0.68,-0.34,34.36,29.66
4917,300206,理邦仪器,11.1,-1.86,-0.21,29116.0,32613973.0,2.39,11.36,11.09,11.3,11.31,1.66,0.86,15.31,3.04,6434263141.0,3756013172.0,-0.09,-0.09,-27.12,-11.06
4918,301301,川宁生物,8.45,-1.86,-0.16,56861.0,48308542.0,1.97,8.61,8.44,8.6,8.61,1.21,0.92,42.59,2.41,18862875850.0,5238848804.0,0.0,0.0,-13.33,-15.25
4919,688108,赛诺医疗,15.31,-1.86,-0.29,37903.0,58732236.0,2.88,15.75,15.3,15.6,15.6,0.88,0.91,65.39,6.45,6398845120.0,6398845120.0,-0.26,0.07,-27.75,-20.43
4920,605358,立昂微,42.47,-1.87,-0.81,173959.0,750251031.0,4.71,44.17,42.13,44.0,43.28,1.09,2.25,1134.85,3.2,32795307371.0,32795307371.0,0.17,0.57,11.35,22.5
4921,000759,中百集团,6.83,-1.87,-0.13,510366.0,346029959.0,7.18,7.05,6.55,6.88,6.96,1.37,7.78,-11.61,6.25,4524626320.0,4478472151.0,-0.29,0.44,31.09,-9.89
4922,000892,欢瑞世纪,3.15,-1.87,-0.06,417886.0,130235019.0,5.3,3.21,3.04,3.18,3.21,1.47,5.88,-19.35,5.11,3090088490.0,2239134830.0,-0.32,0.0,-38.95,-54.87
4923,603927,中科软,13.03,-1.88,-0.25,53468.0,69862348.0,2.03,13.24,12.97,13.24,13.28,1.21,0.64,-170.88,3.65,10828451200.0,10828451200.0,0.08,0.23,-20.21,-30.84
4924,603496,恒为科技,25.52,-1.88,-0.49,160913.0,414725031.0,4.08,26.36,25.3,25.56,26.01,1.95,5.03,351.2,5.89,8171739881.0,8171739881.0,0.16,0.67,-21.19,-6.38
4925,688091,上海谊众,39.14,-1.88,-0.75,12606.0,49846926.0,2.98,40.31,39.12,39.19,39.89,0.92,0.61,111.33,5.59,8090380470.0,8065699216.0,-0.23,-0.38,-26.77,-16.72
4926,603040,新坐标,53.9,-1.88,-1.03,6373.0,34609295.0,2.93,55.3,53.69,54.43,54.93,0.77,0.32,40.22,7.32,10637567741.0,10581940893.0,-0.2,0.06,-3.46,-14.35
4928,301421,波长光电,67.0,-1.9,-1.3,26194.0,177768016.28,3.53,69.01,66.6,68.3,68.3,1.28,5.66,299.43,6.49,7753106000.0,3102668495.0,-0.59,0.42,-30.19,-35.61
4929,688410,山外山,9.79,-1.9,-0.19,31064.0,30905627.0,3.41,10.12,9.78,9.98,9.98,1.01,0.69,20.1,2.47,4380446117.0,4380446117.0,-0.2,-0.31,-11.56,-7.2
4930,300138,晨光生物,10.34,-1.9,-0.2,27252.0,28337054.0,2.28,10.54,10.3,10.51,10.54,1.41,0.68,12.91,1.5,4995254962.0,4118559439.0,-0.19,-0.39,-8.5,-14.62
4931,603375,盛景微,33.0,-1.9,-0.64,7158.0,23889729.0,4.16,34.03,32.63,33.64,33.64,0.86,1.12,336.73,2.16,3322000011.0,2104770657.0,0.52,0.92,-21.37,-9.34
4932,688710,益诺思,79.07,-1.9,-1.53,19655.0,159132857.0,5.19,82.98,78.8,79.51,80.6,1.2,2.17,228.27,4.77,11147258158.0,7171171733.0,0.09,-0.18,16.93,79.09
4933,603444,吉比特,350.03,-1.9,-6.77,9565.0,334206536.0,3.02,356.0,345.23,355.19,356.8,1.65,1.33,12.18,4.58,25216546583.0,25216546583.0,-0.06,0.05,-11.38,-16.04
4934,688520,神州细胞,35.9,-1.91,-0.7,12140.0,44012424.0,2.92,36.93,35.86,36.32,36.6,1.16,0.27,-24.03,238.41,16885052133.0,15987552133.0,-0.17,-0.17,-12.12,-17.11
4935,300672,国科微,151.7,-1.91,-2.96,45750.0,711666955.08,6.03,160.66,151.33,156.5,154.66,0.95,2.18,149.86,8.54,32934441968.0,31908223174.0,-0.71,-0.45,-4.47,40.96
4936,688799,华纳药厂,46.45,-1.92,-0.91,15091.0,70185336.0,3.74,47.77,46.0,47.63,47.36,0.98,1.13,57.74,2.98,6207438650.0,6207438650.0,0.17,0.39,-16.41,-2.25
4938,000767,晋控电力,4.09,-1.92,-0.08,1831017.0,737678401.38,5.76,4.15,3.91,4.04,4.17,2.05,6.29,50.03,2.08,12584693676.0,11911087923.0,-0.24,0.25,5.68,46.07
4939,002677,浙江美大,6.14,-1.92,-0.12,85004.0,52218020.0,5.59,6.35,6.0,6.01,6.26,1.63,1.54,340.81,2.71,3966757113.0,3386270479.0,-0.32,-0.32,-19.53,-26.29
4940,000756,新华制药,13.22,-1.93,-0.26,50889.0,67736216.84,2.08,13.49,13.21,13.37,13.48,0.93,1.02,27.44,1.75,9210155011.0,6595448891.0,-0.15,-0.23,-7.75,-14.21
4941,605208,永茂泰,12.17,-1.93,-0.24,87935.0,107938542.0,3.95,12.59,12.1,12.31,12.41,1.14,2.67,56.21,1.82,4015369800.0,4015369800.0,0.33,0.41,-21.13,-9.99
4942,688111,金山办公,235.28,-1.93,-4.64,47529.0,1120604530.0,4.04,239.7,230.01,239.7,239.92,1.31,1.02,12.43,7.45,109173080987.0,109173080987.0,-0.04,0.09,-5.08,-23.07
4943,301392,汇成真空,165.24,-1.93,-3.26,18596.0,313843499.97,5.96,173.87,163.82,169.54,168.5,1.31,4.56,150.25,22.11,16524000000.0,6741116334.0,-0.55,0.21,2.69,28.15
4944,688545,兴福电子,75.52,-1.93,-1.49,47020.0,362416230.0,5.79,79.46,75.0,78.88,77.01,1.01,2.58,106.17,9.34,27187200000.0,13763520000.0,-0.01,0.17,47.33,102.74
4946,002907,华森制药,12.2,-1.93,-0.24,24463.0,30049171.0,2.17,12.46,12.19,12.36,12.44,0.91,0.73,38.84,2.98,5094675031.0,4096963606.0,0.08,-0.16,-11.47,-17.4
4947,002067,景兴纸业,4.04,-1.94,-0.08,274160.0,110341778.21,1.94,4.07,3.99,4.04,4.12,1.72,2.05,70.23,0.89,5958409566.0,5403919566.0,0.0,0.0,-14.23,-28.37
4948,688661,和林微纳,91.0,-1.94,-1.8,15335.0,141204034.0,7.49,95.95,89.0,94.66,92.8,1.14,1.01,-269.39,11.49,13821792166.0,13821792166.0,0.11,1.16,-16.83,76.08
4949,002268,电科网安,14.14,-1.94,-0.28,57063.0,80971818.09,2.15,14.38,14.07,14.28,14.42,1.06,0.68,-19.18,2.18,11957294214.0,11951898390.0,0.07,0.21,-10.45,-31.09
4950,688095,福昕软件,51.53,-1.94,-1.02,9885.0,51219372.0,2.78,52.84,51.38,51.94,52.55,1.2,1.08,104.46,1.81,4707756272.0,4707756272.0,0.17,0.25,-30.26,-42.08
4951,000526,学大教育,32.36,-1.94,-0.64,36924.0,120616012.0,4.73,33.64,32.08,32.49,33.0,2.07,3.08,10.87,3.79,3943425487.0,3880905967.0,-0.03,-0.06,-7.14,-17.49
4952,603859,能科科技,35.28,-1.95,-0.7,31076.0,110823560.0,3.28,36.34,35.16,36.1,35.98,1.22,1.27,47.87,2.27,9398559860.0,8632934891.0,0.0,0.28,-12.02,-15.92
4953,300735,光弘科技,19.09,-1.95,-0.38,85648.0,166582995.13,4.26,19.86,19.03,19.28,19.47,1.42,1.13,226.57,2.8,15446014532.0,14459087609.0,-0.37,0.0,-15.79,-22.43
4954,688709,成都华微,23.67,-1.95,-0.47,31273.0,75200709.0,4.56,24.65,23.55,24.22,24.14,1.13,1.41,-56.16,5.23,15074169105.0,5248733761.0,0.04,0.3,-44.28,-48.48
4955,600732,爱旭股份,11.57,-1.95,-0.23,117652.0,136847848.0,1.78,11.75,11.54,11.71,11.8,1.21,0.56,-13.91,5.16,24472801557.0,24357781005.0,-0.17,-0.09,-24.23,-13.66
4956,300346,南大光电,54.28,-1.95,-1.08,184276.0,1016888600.6,3.7,56.25,54.2,55.42,55.36,1.02,2.81,75.51,11.01,37515996695.0,35607139425.0,-0.7,-0.35,1.86,27.36
4957,688027,国盾量子,379.92,-1.96,-7.58,7480.0,285431526.0,3.38,389.39,376.3,388.5,387.5,1.16,0.93,-513.83,12.12,39078951500.0,30535830650.0,0.11,0.77,-30.93,-24.58
4958,688068,热景生物,120.8,-1.96,-2.42,20192.0,251041760.0,7.09,128.74,120.0,120.23,123.22,1.47,2.18,-41.16,4.61,11204697213.0,11204697213.0,0.08,0.14,9.25,-25.43
